Data Source in SDW: https://sdw.ecb.europa.eu/browse.do?node=9689686
,CISS.D.U2.Z0Z.4F.EC.SS_BM.CON,CISS.D.U2.Z0Z.4F.EC.SS_CI.IDX,CISS.D.U2.Z0Z.4F.EC.SS_CO.CON,CISS.D.U2.Z0Z.4F.EC.SS_EM.CON,CISS.D.U2.Z0Z.4F.EC.SS_FI.CON,CISS.D.U2.Z0Z.4F.EC.SS_FX.CON,CISS.D.U2.Z0Z.4F.EC.SS_MM.CON,CISS.D.US.Z0Z.4F.EC.SS_CI.IDX,CISS.M.AT.Z0Z.4F.EC.SOV_CI.IDX,CISS.M.BE.Z0Z.4F.EC.SOV_CI.IDX,CISS.M.CZ.Z0Z.4F.EC.SOV_CI.IDX,CISS.M.DE.Z0Z.4F.EC.SOV_CI.IDX,CISS.M.DK.Z0Z.4F.EC.SOV_CI.IDX,CISS.M.ES.Z0Z.4F.EC.SOV_CI.IDX,CISS.M.FI.Z0Z.4F.EC.SOV_CI.IDX,CISS.M.FR.Z0Z.4F.EC.SOV_CI.IDX,CISS.M.GB.Z0Z.4F.EC.SOV_CI.IDX,CISS.M.GR.Z0Z.4F.EC.SOV_CI.IDX,CISS.M.HU.Z0Z.4F.EC.SOV_CI.IDX,CISS.M.IE.Z0Z.4F.EC.SOV_CI.IDX,CISS.M.IT.Z0Z.4F.EC.SOV_CI.IDX,CISS.M.NL.Z0Z.4F.EC.SOV_CI.IDX,CISS.M.PL.Z0Z.4F.EC.SOV_CI.IDX,CISS.M.PT.Z0Z.4F.EC.SOV_CI.IDX,CISS.M.SE.Z0Z.4F.EC.SOV_CI.IDX,CISS.M.U2.Z0Z.4F.EC.SOV_EW.IDX,CISS.M.U2.Z0Z.4F.EC.SOV_GDPW.IDX
2010-08-13,0.0604,0.3414,-0.1454,0.1227,0.1652,0.0924,0.0461,0.3127,,,,,,,,,,,,,,,,,,,
2010-08-06,0.0621,0.2768,-0.1252,0.1038,0.1438,0.0442,0.0480,0.2765,,,,,,,,,,,,,,,,,,,
2010-07-31,,,,,,,,,0.2487,0.4114,0.3677,0.1136,0.2516,0.6781,0.1842,0.1367,0.1470,0.8070,0.2728,0.6643,0.4709,0.1604,0.1120,0.6925,0.0562,0.4153,0.3016
2010-07-30,0.0572,0.2727,-0.1202,0.0753,0.1698,0.0467,0.0439,0.2202,,,,,,,,,,,,,,,,,,,
2010-07-23,0.0583,0.3460,-0.1398,0.1230,0.1798,0.0634,0.0613,0.2972,,,,,,,,,,,,,,,,,,,
2010-07-16,0.0702,0.3723,-0.1667,0.1345,0.1847,0.0769,0.0727,0.3146,,,,,,,,,,,,,,,,,,,
2010-07-09,0.0677,0.3600,-0.1671,0.1385,0.1991,0.0504,0.0713,0.2606,,,,,,,,,,,,,,,,,,,
2010-07-02,0.0660,0.4465,-0.2105,0.1681,0.2209,0.1132,0.0888,0.2915,,,,,,,,,,,,,,,,,,,
2010-06-30,,,,,,,,,0.2422,0.4125,0.4203,0.1421,0.2415,0.6266,0.2064,0.1172,0.1980,0.8548,0.3124,0.6314,0.5063,0.1645,0.1835,0.6983,0.0852,0.4184,0.3072
2010-06-25,0.0751,0.3554,-0.1906,0.1532,0.2015,0.0515,0.0647,0.2650,,,,,,,,,,,,,,,,,,,
2010-06-18,0.0671,0.3064,-0.1761,0.1219,0.1897,0.0477,0.0560,0.1881,,,,,,,,,,,,,,,,,,,
2010-06-11,0.0838,0.3939,-0.2240,0.1676,0.2157,0.0825,0.0683,0.2800,,,,,,,,,,,,,,,,,,,
2010-06-04,0.0817,0.3961,-0.2362,0.1613,0.2212,0.1051,0.0629,0.3229,,,,,,,,,,,,,,,,,,,
2010-05-31,,,,,,,,,0.1813,0.3042,0.4058,0.1402,0.2225,0.4631,0.1995,0.1480,0.2026,0.9214,0.2701,0.5701,0.3954,0.1652,0.1588,0.6585,0.1117,0.3770,0.2692
2010-05-28,0.0831,0.4085,-0.2348,0.1805,0.2189,0.1145,0.0463,0.3172,,,,,,,,,,,,,,,,,,,
2010-05-21,0.0763,0.4023,-0.2483,0.1796,0.2213,0.1157,0.0577,0.3377,,,,,,,,,,,,,,,,,,,
2010-05-14,0.0803,0.4051,-0.2851,0.1881,0.2318,0.1168,0.0732,0.3192,,,,,,,,,,,,,,,,,,,
2010-05-07,0.0722,0.3879,-0.3178,0.1879,0.2324,0.1242,0.0891,0.3066,,,,,,,,,,,,,,,,,,,
2010-04-30,,,,,,,,,0.1046,0.2609,0.5075,0.0530,0.0846,0.2606,0.1516,0.1003,0.2149,0.9113,0.1515,0.3234,0.2165,0.1271,0.0724,0.4848,0.0432,0.2722,0.1647
2010-04-30,0.0424,0.2867,-0.2461,0.1560,0.1802,0.0920,0.0623,0.2484,,,,,,,,,,,,,,,,,,,
2010-04-23,0.0245,0.2614,-0.1566,0.1288,0.1697,0.0637,0.0313,0.1717,,,,,,,,,,,,,,,,,,,
2010-04-16,0.0321,0.2278,-0.1757,0.0999,0.1641,0.0642,0.0431,0.2321,,,,,,,,,,,,,,,,,,,
2010-04-09,0.0390,0.2083,-0.1636,0.0962,0.1438,0.0609,0.0320,0.2163,,,,,,,,,,,,,,,,,,,
2010-04-02,0.0189,0.1739,-0.1233,0.0616,0.1305,0.0485,0.0378,0.1547,,,,,,,,,,,,,,,,,,,
2010-03-31,,,,,,,,,0.1227,0.2367,0.4715,0.0467,0.0828,0.2746,0.1539,0.0860,0.2470,0.8507,0.2354,0.2652,0.2204,0.1456,0.0580,0.3828,0.0446,0.2532,0.1585
2010-03-26,0.0388,0.1958,-0.1637,0.0832,0.1462,0.0434,0.0478,0.2089,,,,,,,,,,,,,,,,,,,
2010-03-19,0.0241,0.2348,-0.1362,0.0994,0.1436,0.0681,0.0357,0.1520,,,,,,,,,,,,,,,,,,,
2010-03-12,0.0279,0.2049,-0.1373,0.0756,0.1521,0.0382,0.0485,0.1238,,,,,,,,,,,,,,,,,,,
2010-03-05,0.0316,0.3039,-0.1457,0.1323,0.1769,0.0693,0.0396,0.2264,,,,,,,,,,,,,,,,,,,
2010-02-28,,,,,,,,,0.0977,0.1387,0.5433,0.0578,0.0958,0.2993,0.1417,0.0854,0.2775,0.8102,0.3259,0.3438,0.2580,0.1235,0.0777,0.3267,0.0494,0.2439,0.1641
2010-02-26,0.0501,0.3097,-0.1574,0.1332,0.1803,0.0648,0.0387,0.2592,,,,,,,,,,,,,,,,,,,
2010-02-19,0.0365,0.2871,-0.1553,0.1209,0.1595,0.0626,0.0628,0.2230,,,,,,,,,,,,,,,,,,,
2010-02-12,0.0502,0.2976,-0.1681,0.1041,0.1892,0.0630,0.0592,0.2012,,,,,,,,,,,,,,,,,,,
2010-02-05,0.0477,0.3319,-0.1463,0.1391,0.1886,0.0688,0.0340,0.3136,,,,,,,,,,,,,,,,,,,
2010-01-31,,,,,,,,,0.1963,0.1187,0.5393,0.0591,0.0932,0.3021,0.1202,0.0890,0.2882,0.7162,0.3629,0.3408,0.3049,0.1530,0.0940,0.2994,0.0464,0.2454,0.1748
2010-01-29,0.0267,0.2848,-0.1091,0.1157,0.1645,0.0477,0.0394,0.2271,,,,,,,,,,,,,,,,,,,
2010-01-22,0.0448,0.3572,-0.1493,0.1391,0.1817,0.0763,0.0647,0.2817,,,,,,,,,,,,,,,,,,,
2010-01-15,0.0375,0.2962,-0.1107,0.1129,0.1610,0.0585,0.0369,0.2705,,,,,,,,,,,,,,,,,,,
2010-01-08,0.0240,0.2811,-0.1028,0.0890,0.1636,0.0562,0.0510,0.2104,,,,,,,,,,,,,,,,,,,
2010-01-01,0.0283,0.2008,-0.0701,0.0736,0.0997,0.0271,0.0423,0.1151,,,,,,,,,,,,,,,,,,,
2009-12-31,,,,,,,,,0.2169,0.1820,0.4589,0.0984,0.1202,0.3416,0.1313,0.1172,0.3003,0.6358,0.3744,0.3109,0.3188,0.1710,0.0822,0.2835,0.0709,0.2552,0.2005
2009-12-25,0.0497,0.2513,-0.0805,0.0906,0.1154,0.0297,0.0465,0.1884,,,,,,,,,,,,,,,,,,,
2009-12-18,0.0567,0.3649,-0.1005,0.1215,0.1869,0.0511,0.0491,0.2858,,,,,,,,,,,,,,,,,,,
2009-12-11,0.0582,0.3820,-0.0938,0.1336,0.1863,0.0574,0.0403,0.2766,,,,,,,,,,,,,,,,,,,
2009-12-04,0.0445,0.3829,-0.0919,0.1307,0.1758,0.0809,0.0429,0.3562,,,,,,,,,,,,,,,,,,,
2009-11-30,,,,,,,,,0.2268,0.1248,0.4746,0.0789,0.1196,0.3087,0.1131,0.1244,0.3369,0.4734,0.5136,0.3051,0.3143,0.1770,0.0859,0.2053,0.0877,0.2229,0.1849
2009-11-27,0.0575,0.3975,-0.0900,0.1423,0.1697,0.0631,0.0549,0.3037,,,,,,,,,,,,,,,,,,,
2009-11-20,0.0495,0.3726,-0.0868,0.1068,0.1792,0.0682,0.0558,0.2718,,,,,,,,,,,,,,,,,,,
2009-11-13,0.0478,0.3244,-0.0760,0.1035,0.1402,0.0561,0.0528,0.2563,,,,,,,,,,,,,,,,,,,
2009-11-06,0.0585,0.4037,-0.0840,0.1331,0.1825,0.0673,0.0462,0.2570,,,,,,,,,,,,,,,,,,,
2009-10-31,,,,,,,,,0.3153,0.1570,0.4303,0.1368,0.1475,0.3565,0.1376,0.1580,0.3924,0.3173,0.4662,0.3542,0.3463,0.2257,0.1341,0.2258,0.0943,0.2482,0.2246
2009-10-30,0.0779,0.4873,-0.1026,0.1514,0.2069,0.1043,0.0495,0.3865,,,,,,,,,,,,,,,,,,,
2009-10-23,0.0574,0.3153,-0.0640,0.1117,0.1198,0.0414,0.0490,0.2674,,,,,,,,,,,,,,,,,,,
2009-10-16,0.0592,0.3812,-0.0706,0.1342,0.1598,0.0585,0.0400,0.2728,,,,,,,,,,,,,,,,,,,
2009-10-09,0.0650,0.4513,-0.0825,0.1467,0.1892,0.0737,0.0592,0.3340,,,,,,,,,,,,,,,,,,,
2009-10-02,0.0590,0.4259,-0.0728,0.1403,0.1847,0.0450,0.0697,0.3061,,,,,,,,,,,,,,,,,,,
2009-09-30,,,,,,,,,0.3595,0.1097,0.3734,0.1395,0.1479,0.3441,0.1013,0.1540,0.3345,0.3392,0.5261,0.3155,0.2807,0.2119,0.1346,0.2861,0.1048,0.2401,0.2105
2009-09-25,0.0583,0.3877,-0.0692,0.0979,0.1798,0.0677,0.0533,0.3058,,,,,,,,,,,,,,,,,,,
2009-09-18,0.0437,0.3126,-0.0491,0.0802,0.1594,0.0388,0.0396,0.2451,,,,,,,,,,,,,,,,,,,
2009-09-11,0.0629,0.4627,-0.0657,0.1348,0.2045,0.0532,0.0731,0.2799,,,,,,,,,,,,,,,,,,,
2009-09-04,0.0356,0.3671,-0.0443,0.1203,0.1721,0.0348,0.0486,0.3275,,,,,,,,,,,,,,,,,,,
2009-08-31,,,,,,,,,0.4333,0.1630,0.5871,0.2094,0.2232,0.3683,0.1374,0.2163,0.4383,0.4171,0.6242,0.4176,0.3780,0.2959,0.1466,0.3265,0.1245,0.3057,0.2785
2009-08-28,0.0500,0.4045,-0.0408,0.1213,0.1820,0.0328,0.0592,0.2030,,,,,,,,,,,,,,,,,,,
2009-08-21,0.0723,0.4879,-0.0461,0.1519,0.1660,0.0803,0.0635,0.3692,,,,,,,,,,,,,,,,,,,
2009-08-14,0.0663,0.4994,-0.0443,0.1452,0.2024,0.0614,0.0684,0.3513,,,,,,,,,,,,,,,,,,,
2009-08-07,0.0758,0.5203,-0.0406,0.1447,0.2083,0.0823,0.0497,0.4109,,,,,,,,,,,,,,,,,,,
2009-07-31,,,,,,,,,0.4764,0.1874,0.5608,0.2044,0.2263,0.3543,0.1590,0.2363,0.4747,0.4733,0.6352,0.5187,0.3129,0.3250,0.1977,0.2386,0.1155,0.3169,0.2745
2009-07-31,0.0778,0.5568,-0.0432,0.1573,0.2148,0.0764,0.0737,0.3041,,,,,,,,,,,,,,,,,,,
2009-07-24,0.0763,0.5196,-0.0383,0.1534,0.2022,0.0629,0.0632,0.3737,,,,,,,,,,,,,,,,,,,
2009-07-17,0.0878,0.5927,-0.0441,0.1742,0.2152,0.0660,0.0936,0.4121,,,,,,,,,,,,,,,,,,,
2009-07-10,0.0866,0.6003,-0.0400,0.1714,0.2226,0.0888,0.0708,0.3822,,,,,,,,,,,,,,,,,,,
2009-07-03,0.0824,0.6186,-0.0420,0.1754,0.2252,0.0923,0.0853,0.3550,,,,,,,,,,,,,,,,,,,
2009-06-30,,,,,,,,,0.5765,0.2818,0.5831,0.2828,0.3416,0.4046,0.2720,0.3321,0.4519,0.6348,0.6265,0.6319,0.3929,0.4292,0.2313,0.2455,0.1882,0.4076,0.3587
2009-06-26,0.0835,0.6568,-0.0488,0.1842,0.2174,0.1077,0.1127,0.4560,,,,,,,,,,,,,,,,,,,
2009-06-19,0.0953,0.6715,-0.0461,0.1852,0.2402,0.1070,0.0899,0.4804,,,,,,,,,,,,,,,,,,,
2009-06-12,0.0767,0.5522,-0.0411,0.1484,0.2010,0.0783,0.0891,0.3776,,,,,,,,,,,,,,,,,,,
2009-06-05,0.0848,0.6315,-0.0456,0.1703,0.2265,0.1106,0.0849,0.4990,,,,,,,,,,,,,,,,,,,
2009-05-31,,,,,,,,,0.5206,0.2544,0.7152,0.3145,0.3424,0.3879,0.3501,0.3789,0.4186,0.5844,0.7175,0.5520,0.3646,0.4744,0.2126,0.2145,0.2669,0.3997,0.3692
2009-05-29,0.0620,0.4306,-0.0291,0.1029,0.1643,0.0858,0.0447,0.5013,,,,,,,,,,,,,,,,,,,
2009-05-22,0.0826,0.5636,-0.0344,0.1357,0.2239,0.0933,0.0625,0.4902,,,,,,,,,,,,,,,,,,,
2009-05-15,0.0822,0.6151,-0.0363,0.1630,0.2358,0.0965,0.0738,0.3793,,,,,,,,,,,,,,,,,,,
2009-05-08,0.1011,0.7220,-0.0443,0.1839,0.2563,0.1204,0.1047,0.3990,,,,,,,,,,,,,,,,,,,
2009-05-01,0.0833,0.6588,-0.0429,0.1670,0.2362,0.1199,0.0954,0.4384,,,,,,,,,,,,,,,,,,,
2009-04-30,,,,,,,,,0.4156,0.2383,0.7561,0.3474,0.3255,0.3729,0.3031,0.3381,0.4749,0.4955,0.7728,0.6450,0.3374,0.4350,0.1943,0.2265,0.2619,0.3777,0.3559
2009-04-24,0.1046,0.6721,-0.0365,0.1910,0.2441,0.1164,0.0525,0.4806,,,,,,,,,,,,,,,,,,,
2009-04-17,0.1072,0.6915,-0.0344,0.1580,0.2512,0.1126,0.0970,0.4792,,,,,,,,,,,,,,,,,,,
2009-04-10,0.0791,0.5896,-0.0295,0.1352,0.2324,0.0756,0.0969,0.4654,,,,,,,,,,,,,,,,,,,
2009-04-03,0.1197,0.7636,-0.0365,0.1914,0.2668,0.1128,0.1094,0.5868,,,,,,,,,,,,,,,,,,,
2009-03-31,,,,,,,,,0.4090,0.3889,0.7831,0.4048,0.4499,0.3946,0.4317,0.4340,0.4516,0.5120,0.8248,0.7016,0.4983,0.5140,0.4122,0.3669,0.3659,0.4596,0.4408
2009-03-27,0.1208,0.7894,-0.0410,0.1936,0.2705,0.1323,0.1131,0.5365,,,,,,,,,,,,,,,,,,,
2009-03-20,0.1184,0.7531,-0.0412,0.1779,0.2664,0.1198,0.1117,0.6057,,,,,,,,,,,,,,,,,,,
2009-03-13,0.1162,0.7532,-0.0428,0.1988,0.2673,0.0949,0.1188,0.4835,,,,,,,,,,,,,,,,,,,
2009-03-06,0.1207,0.7942,-0.0467,0.2117,0.2740,0.1152,0.1193,0.5219,,,,,,,,,,,,,,,,,,,
2009-02-28,,,,,,,,,0.4281,0.3548,0.7447,0.3828,0.4131,0.3869,0.4166,0.4113,0.4517,0.5956,0.7794,0.6449,0.4842,0.4969,0.4642,0.3177,0.4107,0.4473,0.4242
2009-02-27,0.1164,0.7759,-0.0482,0.1885,0.2718,0.1296,0.1177,0.5433,,,,,,,,,,,,,,,,,,,
2009-02-20,0.1256,0.7698,-0.0504,0.1874,0.2708,0.1218,0.1146,0.5605,,,,,,,,,,,,,,,,,,,
2009-02-13,0.1139,0.6688,-0.0466,0.1498,0.2454,0.0899,0.1166,0.5771,,,,,,,,,,,,,,,,,,,
2009-02-06,0.1075,0.7231,-0.0535,0.1594,0.2620,0.1296,0.1180,0.5654,,,,,,,,,,,,,,,,,,,
2009-01-31,,,,,,,,,0.4289,0.3254,0.7519,0.3976,0.4976,0.4745,0.4103,0.4724,0.4561,0.5901,0.6602,0.5714,0.4168,0.5175,0.4070,0.3533,0.4832,0.4508,0.4386
2009-01-30,0.1250,0.7579,-0.0580,0.1633,0.2705,0.1321,0.1250,0.6013,,,,,,,,,,,,,,,,,,,
2009-01-23,0.1304,0.7631,-0.0622,0.1582,0.2722,0.1323,0.1323,0.5167,,,,,,,,,,,,,,,,,,,
2009-01-16,0.1275,0.7929,-0.0674,0.1940,0.2742,0.1298,0.1348,0.5935,,,,,,,,,,,,,,,,,,,
2009-01-09,0.1326,0.7353,-0.0693,0.1526,0.2625,0.1317,0.1252,0.6172,,,,,,,,,,,,,,,,,,,
2009-01-02,0.0895,0.5447,-0.0548,0.1362,0.1785,0.0863,0.1090,0.5965,,,,,,,,,,,,,,,,,,,
2008-12-31,,,,,,,,,0.3537,0.4515,0.6387,0.3995,0.5234,0.4301,0.4897,0.5624,0.5417,0.5123,0.5088,0.3619,0.4518,0.4986,0.3359,0.2701,0.5812,0.4347,0.4553
2008-12-26,0.0756,0.4298,-0.0433,0.0838,0.1624,0.0559,0.0955,0.3891,,,,,,,,,,,,,,,,,,,
2008-12-19,0.1373,0.7763,-0.0711,0.1642,0.2750,0.1371,0.1338,0.6394,,,,,,,,,,,,,,,,,,,
2008-12-12,0.1421,0.8388,-0.0782,0.2146,0.2811,0.1391,0.1402,0.5868,,,,,,,,,,,,,,,,,,,
2008-12-05,0.1333,0.7552,-0.0764,0.2000,0.2573,0.1078,0.1333,0.6402,,,,,,,,,,,,,,,,,,,
2008-11-30,,,,,,,,,0.3608,0.4879,0.7741,0.3762,0.7905,0.4975,0.4962,0.5807,0.5551,0.5997,0.6247,0.3267,0.5070,0.5889,0.4732,0.3330,0.6424,0.4686,0.4799
2008-11-28,0.1313,0.8040,-0.0911,0.2051,0.2819,0.1397,0.1371,0.7027,,,,,,,,,,,,,,,,,,,
2008-11-21,0.1355,0.7826,-0.0967,0.2026,0.2808,0.1235,0.1369,0.6361,,,,,,,,,,,,,,,,,,,
2008-11-14,0.1113,0.7564,-0.1086,0.1996,0.2779,0.1391,0.1371,0.6895,,,,,,,,,,,,,,,,,,,
2008-11-07,0.1331,0.7694,-0.1205,0.1993,0.2808,0.1369,0.1398,0.7528,,,,,,,,,,,,,,,,,,,
2008-10-31,,,,,,,,,0.4781,0.5467,0.6946,0.4555,0.8078,0.5298,0.7031,0.6056,0.6289,0.5826,0.4808,0.4101,0.4709,0.6735,0.3783,0.3596,0.7003,0.5287,0.5221
2008-10-31,0.1326,0.7625,-0.1357,0.2011,0.2842,0.1411,0.1392,0.7872,,,,,,,,,,,,,,,,,,,
2008-10-24,0.1365,0.7520,-0.1516,0.2059,0.2844,0.1379,0.1390,0.7867,,,,,,,,,,,,,,,,,,,
2008-10-17,0.1345,0.7145,-0.1615,0.2083,0.2805,0.1129,0.1399,0.7115,,,,,,,,,,,,,,,,,,,
2008-10-10,0.1437,0.7407,-0.1971,0.2262,0.2884,0.1432,0.1363,0.7166,,,,,,,,,,,,,,,,,,,
2008-10-03,0.1431,0.7051,-0.2362,0.2261,0.2853,0.1423,0.1445,0.6549,,,,,,,,,,,,,,,,,,,
2008-09-30,,,,,,,,,0.4344,0.4984,0.4524,0.4271,0.7586,0.5593,0.6873,0.4014,0.7383,0.5192,0.4942,0.2819,0.2489,0.6236,0.1264,0.3503,0.6780,0.4574,0.4236
2008-09-26,0.1311,0.5679,-0.2355,0.2048,0.2385,0.0987,0.1304,0.5431,,,,,,,,,,,,,,,,,,,
2008-09-19,0.1337,0.5546,-0.2501,0.2068,0.2637,0.0894,0.1112,0.5897,,,,,,,,,,,,,,,,,,,
2008-09-12,0.1179,0.4767,-0.2070,0.1782,0.2346,0.1039,0.0492,0.4649,,,,,,,,,,,,,,,,,,,
2008-09-05,0.1138,0.4401,-0.2124,0.1626,0.2243,0.1052,0.0465,0.3394,,,,,,,,,,,,,,,,,,,
2008-08-31,,,,,,,,,0.3378,0.3899,0.3485,0.2853,0.5808,0.4218,0.5157,0.2955,0.5780,0.3736,0.3142,0.1854,0.1735,0.4178,0.0585,0.3119,0.6094,0.3371,0.3024
2008-08-29,0.0899,0.3211,-0.1463,0.0970,0.1876,0.0507,0.0422,0.3195,,,,,,,,,,,,,,,,,,,
2008-08-22,0.0912,0.3828,-0.1580,0.1407,0.2051,0.0534,0.0504,0.3416,,,,,,,,,,,,,,,,,,,
2008-08-15,0.0886,0.3774,-0.1809,0.1425,0.2011,0.0767,0.0495,0.3170,,,,,,,,,,,,,,,,,,,
2008-08-08,0.0927,0.3928,-0.2137,0.1489,0.2175,0.1041,0.0434,0.4410,,,,,,,,,,,,,,,,,,,
2008-08-01,0.0930,0.3631,-0.0862,0.1220,0.1819,0.0160,0.0365,0.3054,,,,,,,,,,,,,,,,,,,
2008-07-31,,,,,,,,,0.3949,0.4821,0.3412,0.3538,0.5346,0.5116,0.4828,0.3630,0.5146,0.2838,0.3262,0.4151,0.2000,0.4918,0.0500,0.3609,0.6556,0.3945,0.3634
2008-07-25,0.0969,0.3737,-0.1305,0.1162,0.2010,0.0519,0.0382,0.3679,,,,,,,,,,,,,,,,,,,
2008-07-18,0.1031,0.4175,-0.1356,0.1283,0.2158,0.0514,0.0544,0.4027,,,,,,,,,,,,,,,,,,,
2008-07-11,0.0875,0.3895,-0.1100,0.1240,0.2021,0.0429,0.0430,0.3872,,,,,,,,,,,,,,,,,,,
2008-07-04,0.1115,0.4909,-0.1356,0.1541,0.2264,0.0494,0.0850,0.2742,,,,,,,,,,,,,,,,,,,
2008-06-30,,,,,,,,,0.4179,0.4855,0.2628,0.5160,0.3607,0.4937,0.4019,0.3925,0.6634,0.2398,0.2433,0.4157,0.2823,0.4847,0.0598,0.3856,0.5941,0.4105,0.4265
2008-06-27,0.0909,0.4241,-0.0929,0.1435,0.2030,0.0340,0.0456,0.3243,,,,,,,,,,,,,,,,,,,
2008-06-20,0.0852,0.4114,-0.0891,0.1362,0.1894,0.0411,0.0487,0.3044,,,,,,,,,,,,,,,,,,,
2008-06-13,0.1022,0.4640,-0.1113,0.1337,0.2068,0.0623,0.0704,0.4102,,,,,,,,,,,,,,,,,,,
2008-06-06,0.1157,0.5423,-0.1609,0.1649,0.2183,0.1003,0.1041,0.3634,,,,,,,,,,,,,,,,,,,
2008-05-31,,,,,,,,,0.4508,0.4474,0.2176,0.5991,0.3461,0.5550,0.3301,0.4254,0.6525,0.1133,0.1715,0.3880,0.2857,0.4932,0.0538,0.3482,0.5965,0.4033,0.4590
2008-05-30,0.0891,0.3733,-0.0852,0.1081,0.1710,0.0308,0.0596,0.2417,,,,,,,,,,,,,,,,,,,
2008-05-23,0.0979,0.4518,-0.1095,0.1469,0.1983,0.0631,0.0550,0.3474,,,,,,,,,,,,,,,,,,,
2008-05-16,0.0940,0.3767,-0.0909,0.1043,0.1648,0.0472,0.0574,0.3153,,,,,,,,,,,,,,,,,,,
2008-05-09,0.0915,0.3570,-0.0737,0.1013,0.1583,0.0445,0.0352,0.3691,,,,,,,,,,,,,,,,,,,
2008-05-02,0.0853,0.3634,-0.0741,0.1122,0.1411,0.0501,0.0488,0.2973,,,,,,,,,,,,,,,,,,,
2008-04-30,,,,,,,,,0.4798,0.3360,0.1616,0.5593,0.3397,0.4961,0.3319,0.5320,0.5983,0.1138,0.2773,0.2719,0.2778,0.5043,0.0610,0.2677,0.4503,0.3791,0.4564
2008-04-25,0.0812,0.4518,-0.1019,0.1387,0.1828,0.0736,0.0774,0.3703,,,,,,,,,,,,,,,,,,,
2008-04-18,0.1131,0.5395,-0.1261,0.1736,0.2070,0.0891,0.0827,0.4798,,,,,,,,,,,,,,,,,,,
2008-04-11,0.0977,0.4324,-0.0919,0.1431,0.1778,0.0575,0.0481,0.3888,,,,,,,,,,,,,,,,,,,
2008-04-04,0.1046,0.4904,-0.1100,0.1575,0.2042,0.0762,0.0579,0.4429,,,,,,,,,,,,,,,,,,,
2008-03-31,,,,,,,,,0.4823,0.2662,0.1455,0.6399,0.3100,0.4611,0.3323,0.5504,0.6201,0.1358,0.2951,0.3059,0.2447,0.4823,0.0876,0.2558,0.2373,0.3779,0.4704
2008-03-28,0.1109,0.5322,-0.1394,0.1727,0.1954,0.0965,0.0961,0.4866,,,,,,,,,,,,,,,,,,,
2008-03-21,0.1052,0.5656,-0.1689,0.1913,0.2359,0.1087,0.0935,0.5649,,,,,,,,,,,,,,,,,,,
2008-03-14,0.1174,0.5450,-0.1766,0.1791,0.2317,0.0926,0.1008,0.5111,,,,,,,,,,,,,,,,,,,
2008-03-07,0.1067,0.4916,-0.1140,0.1736,0.2028,0.0386,0.0840,0.3964,,,,,,,,,,,,,,,,,,,
2008-02-29,,,,,,,,,0.4410,0.2958,0.0598,0.5514,0.3520,0.4080,0.3327,0.4766,0.5039,0.1711,0.1619,0.3557,0.2557,0.4349,0.0337,0.2291,0.2744,0.3593,0.4236
2008-02-29,0.1069,0.4441,-0.1482,0.1632,0.1878,0.0763,0.0581,0.4571,,,,,,,,,,,,,,,,,,,
2008-02-22,0.0833,0.3806,-0.0816,0.1412,0.1579,0.0285,0.0513,0.3022,,,,,,,,,,,,,,,,,,,
2008-02-15,0.1033,0.4860,-0.0967,0.1643,0.2020,0.0361,0.0771,0.3208,,,,,,,,,,,,,,,,,,,
2008-02-08,0.1040,0.5030,-0.1097,0.1724,0.2040,0.0508,0.0815,0.3596,,,,,,,,,,,,,,,,,,,
2008-02-01,0.1024,0.4899,-0.1111,0.1665,0.2025,0.0573,0.0723,0.3106,,,,,,,,,,,,,,,,,,,
2008-01-31,,,,,,,,,0.2737,0.1998,0.0656,0.4536,0.2581,0.2957,0.2556,0.3561,0.3927,0.2014,0.1333,0.3099,0.2069,0.3331,0.0329,0.1882,0.2691,0.2795,0.3311
2008-01-25,0.1232,0.5972,-0.1714,0.1966,0.2361,0.1181,0.0946,0.4196,,,,,,,,,,,,,,,,,,,
2008-01-18,0.0951,0.4879,-0.1738,0.1699,0.1988,0.0928,0.1051,0.3311,,,,,,,,,,,,,,,,,,,
2008-01-11,0.0880,0.4136,-0.1398,0.1427,0.1873,0.0508,0.0846,0.2897,,,,,,,,,,,,,,,,,,,
2008-01-04,0.0868,0.3134,-0.1480,0.1108,0.1174,0.0728,0.0737,0.2982,,,,,,,,,,,,,,,,,,,
2007-12-31,,,,,,,,,0.2899,0.2282,0.1179,0.3178,0.2614,0.2720,0.2285,0.2585,0.4281,0.1956,0.1095,0.3705,0.1794,0.2127,0.0652,0.1830,0.2742,0.2487,0.2583
2007-12-28,0.0513,0.1993,-0.1017,0.0594,0.0879,0.0489,0.0535,0.2761,,,,,,,,,,,,,,,,,,,
2007-12-21,0.0773,0.3478,-0.1431,0.1219,0.1413,0.0565,0.0939,0.2727,,,,,,,,,,,,,,,,,,,
2007-12-14,0.0959,0.3674,-0.1744,0.1131,0.1583,0.0770,0.0974,0.3312,,,,,,,,,,,,,,,,,,,
2007-12-07,0.0950,0.3664,-0.1506,0.1248,0.1610,0.0523,0.0838,0.2626,,,,,,,,,,,,,,,,,,,
2007-11-30,,,,,,,,,0.2780,0.1812,0.1206,0.4331,0.1937,0.2670,0.2281,0.2251,0.3907,0.1685,0.0772,0.3962,0.1713,0.2019,0.0448,0.1631,0.2645,0.2467,0.2785
